ticker	rank	held	gics_sector	gics_sector_name	sector_trend_state	ma_20	ma_50	ma_100	ma_200	sma_distance_pct	rs_leadership	rs_spy_20d	structure	structure_shift	day_vol	flow	energy	entry	bracket.stop	bracket.stop_type	bracket.valid	bracket.risk_pct	squeeze_breakout_state	was_squeezed	squeeze_breakout_volume_confirmed	elder_context.vcp.base_range_pct	elder_context.vcp.vcp_tightness_pct	elder_pattern	mp_accel_state	rs_down_day_20d	div_state	div_bear_count	bracket.atr_fallback_stop	bracket.invalid_reason
CELH	91	False	XLP	Consumer Staples	Momentum Fading — Hold, Don't Add	29.15	29.48	30.84	38.43	13.14	LAGGARD	19.38	66.3	null	0.57	73.7	63.0	33.36	null	null	False	null	NONE	False	False	34.8	54.6	SUSTAINED	ACCELERATING	-1.26	BULLISH	0	31.59	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
EL	8	False	XLP	Consumer Staples	Momentum Fading — Hold, Don't Add	87.7	84.97	82.34	91.59	19.97	LAGGARD	23.34	86.3	ABOVE_STRUCTURE	1.96	98.7	59.7	101.94	null	null	False	null	NONE	False	False	22.9	85.1	ACCELERATION	ACCELERATING	-0.45	NONE	0	98.29	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
BETA	61	False	XLI	Industrials	Declining — Avoid	22.59	19.38	18.05	21.18	27.66	LEADER	32.23	58.3	ABOVE_STRUCTURE	0.84	73.7	69.7	24.74	22.59	ma20	True	8.69	NONE	False	False	50.1	24.0	null	DECELERATING	0.4	NONE	0	23.05	null
GSK	186	False	XLV	Healthcare	Momentum Fading — Hold, Don't Add	51.72	51.87	52.51	52.11	1.05	IN-LINE	-1.56	36.8	RANGE	0.58	40.8	49.6	52.41	null	null	False	null	NONE	False	False	13.2	45.1	ACCELERATION	ACCELERATING	0.06	NONE	0	51.21	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
PBR-A	147	False	XLE	Energy	Momentum Fading — Hold, Don't Add	16.45	15.88	17.08	15.32	8.42	LEADER	-0.02	70.5	BULLISH_BOS	0.85	61.8	75.6	17.22	16.45	ma20	True	4.47	NONE	False	False	8.8	83.0	ACCELERATION	DECELERATING	1.15	BEARISH	2	16.81	null
AU	4	False	XLB	Materials	Momentum Fading — Hold, Don't Add	93.05	86.62	92.06	93.22	39.94	LEADER	48.53	86.7	ABOVE_STRUCTURE	2.22	94.7	61.3	121.22	null	null	False	null	NONE	False	False	49.6	46.2	null	ACCELERATING	2.34	BULLISH	0	116.27	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
SSRM	49	False	XLB	Materials	Momentum Fading — Hold, Don't Add	30.32	29.22	29.99	27.27	29.25	LEADER	36.99	84.2	ABOVE_STRUCTURE	1.3	67.1	62.2	37.77	null	null	False	null	NONE	False	False	45.5	43.3	null	ACCELERATING	1.73	NONE	0	36.12	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ESTC	43	False	XLK	Technology	Momentum Fading — Hold, Don't Add	75.13	65.77	59.03	63.88	30.67	LEADER	42.83	60.0	ABOVE_STRUCTURE	0.63	72.4	65.5	85.94	null	null	False	null	NONE	False	False	38.9	18.2	null	ACCELERATING	0.62	NONE	0	82.38	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
COIN	18	False	XLF	Financials	Declining — Avoid	155.8	158.51	172.42	198.53	17.66	LAGGARD	14.19	70.3	ABOVE_STRUCTURE	2.66	100.0	58.8	186.49	172.42	ma100	True	7.54	NONE	False	False	31.6	85.0	ACCELERATION	ACCELERATING	-0.49	BULLISH	0	176.45	null
RHI	80	False	XLI	Industrials	Declining — Avoid	41.49	37.14	32.12	29.42	20.49	LEADER	23.18	72.6	ABOVE_STRUCTURE	1.08	57.9	75.6	44.75	null	null	False	null	NONE	False	False	23.6	35.1	CORRECTION_REENTRY	ACCELERATING	0.52	NONE	0	42.79	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
BRZE	7	True	XLK	Technology	Momentum Fading — Hold, Don't Add	27.45	24.67	23.7	24.5	25.92	LEADER	39.11	83.6	ABOVE_STRUCTURE	1.51	75.0	77.3	31.06	null	null	False	null	null	null	null	33.5	37.1	null	null	1.44	null	null	29.47	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
AFRM	168	False	XLK	Technology	Momentum Fading — Hold, Don't Add	75.21	76.5	69.58	66.38	0.69	LAGGARD	6.06	60.0	BEARISH_CHOCH	0.82	31.6	74.8	77.03	null	null	False	null	NONE	True	False	15.1	63.9	INTERRUPTED	ACCELERATING	-0.87	NONE	0	73.4	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
CVE	112	False	XLE	Energy	Momentum Fading — Hold, Don't Add	30.08	27.96	28.0	23.88	17.76	LEADER	8.84	68.8	ABOVE_STRUCTURE	0.53	65.8	63.9	32.93	null	null	False	null	NONE	False	False	19.9	33.2	null	DECELERATING	2.19	BEARISH	1	32.0	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
SHO	183	False	XLRE	Real Estate	Momentum Building — Add	11.3	11.46	10.8	10.0	-1.51	IN-LINE	-7.46	30.9	RANGE	0.62	73.7	50.4	11.29	10.99	swing_low_2	True	2.66	NONE	False	False	14.9	36.9	INTERRUPTED	ACCELERATING	0.02	NONE	0	11.02	null
CMG	124	False	XLY	Consumer Discretionary	Momentum Fading — Hold, Don't Add	34.29	33.71	33.24	34.52	9.46	LEADER	12.45	60.0	RANGE	1.06	73.7	64.7	36.9	null	null	False	null	NONE	False	False	21.1	51.8	ACCELERATION	ACCELERATING	0.89	NONE	0	35.52	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
WPM	2	False	XLB	Materials	Momentum Fading — Hold, Don't Add	127.83	118.97	126.16	126.7	32.62	LEADER	37.91	84.2	ABOVE_STRUCTURE	1.51	96.1	61.3	157.78	null	null	False	null	NONE	False	False	39.3	46.5	null	DECELERATING	1.73	NONE	0	152.14	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
AMBP	104	False	XLY	Consumer Discretionary	Momentum Fading — Hold, Don't Add	5.06	4.76	4.39	4.29	12.7	IN-LINE	8.51	82.1	RANGE	0.57	50.0	69.7	5.36	null	null	False	null	NONE	False	False	15.1	40.5	null	DECELERATING	-0.24	BEARISH	1	5.16	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
RIVN	171	False	XLY	Consumer Discretionary	Momentum Fading — Hold, Don't Add	15.89	16.42	15.96	16.27	3.33	LAGGARD	3.51	44.2	ABOVE_STRUCTURE	1.54	65.8	56.2	16.97	null	null	False	null	NONE	True	False	17.6	99.0	INTERRUPTED	ACCELERATING	-0.31	BULLISH	0	16.14	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
DINO	70	False	XLE	Energy	Momentum Fading — Hold, Don't Add	89.89	81.58	73.85	63.34	19.29	LEADER	6.59	70.9	ABOVE_STRUCTURE	1.0	73.7	72.3	97.32	null	null	False	null	NONE	False	False	19.2	29.9	CORRECTION_REENTRY	FLAT	0.71	NONE	0	93.8	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
HOOD	67	False	XLF	Financials	Declining — Avoid	93.88	100.31	89.82	96.08	7.8	LAGGARD	10.3	41.5	RANGE	2.75	100.0	74.8	108.13	null	null	False	null	BREAKOUT_UP	True	True	26.9	67.5	CORRECTION_REENTRY	ACCELERATING	-1.03	NONE	0	102.01	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
DASH	46	False	XLC	Communication Services	Momentum Fading — Hold, Don't Add	208.48	191.54	177.41	187.52	16.68	LEADER	25.63	84.2	BULLISH_BOS	0.84	52.6	73.1	223.49	null	null	False	null	null	null	null	24.1	26.4	null	null	0.87	null	null	215.45	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
ASAN	117	False	XLK	Technology	Momentum Fading — Hold, Don't Add	8.9	7.87	7.25	8.97	21.73	IN-LINE	36.02	62.9	RANGE	0.69	44.7	78.2	9.58	8.97	ma200	True	6.37	NONE	False	False	33.4	34.0	null	ACCELERATING	-0.05	NONE	0	9.01	null
TTAN	30	False	XLK	Technology	Momentum Fading — Hold, Don't Add	87.07	78.02	70.93	78.23	21.6	LEADER	30.98	78.9	ABOVE_STRUCTURE	0.76	61.8	69.7	94.87	null	null	False	null	null	null	null	29.9	32.0	CORRECTION_REENTRY	null	0.98	null	null	90.02	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
DLO	139	False	XLK	Technology	Momentum Fading — Hold, Don't Add	14.63	14.11	13.42	13.36	7.51	LAGGARD	1.07	63.6	RANGE	1.85	75.0	77.3	15.17	null	null	False	null	NONE	False	False	14.2	79.5	ACCUMULATION_BASE	ACCELERATING	-1.18	NONE	0	14.58	no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
