# DICT bracket.targets fields (in order): type,price,atr_dist,tp,r,date,vol_ratio,vol_validated; type codes: {'resistance': 'R', 'support': 'S', 'prior_high': 'P', 'fib_1272': 'A', 'fib_1618': 'B', 'fib_2618': 'C', 'fib_2000': 'D'}
# DICT bracket.invalid_reason: 1=no valid bracket — no structural support passes the 3 gates (atr≥1.0, rr≥2.0, risk%≤regime ceiling)
# DICT bracket.stop_type: 1=fib_618; 2=fib_786; 3=ma100; 4=ma20; 5=ma200; 6=ma50; 7=ma_cluster; 8=swing_low; 9=swing_low_1; 10=swing_low_2; 11=swing_low_3
# DICT mp_accel_state: 1=ACCELERATING; 2=DECELERATING; 3=FLAT
# DICT mp_state: 1=BUILDING; 2=FADING; 3=STRONG
# DICT source: 1=elder_list; 2=longlist; 3=radar-premove; 4=radar-runner
# DICT structure_shift: 1=ABOVE_STRUCTURE; 2=BEARISH_CHOCH; 3=BULLISH_BOS; 4=RANGE
ticker	entry	source	held	atr_14d	days_to_earnings	atr_caution	bracket.invalid_reason	bracket.risk_pct	bracket.rr	bracket.rr_tp1	bracket.stop	bracket.stop_type	bracket.targets	bracket.valid	day_vol	lens	lens.coil	lens.insti_money	lens.leadership	lens.resistance	lens.sector	lens.structure	lens_positive	lens_ranking	lens_warnings	mp_accel_state	mp_state	rank	sma_distance_pct	structure	structure_shift
GLW	156.74	1	False	8.12	null	False	1	null	null	null	null	null	R@157.57@0.1@n@n@260827@0.82@F|R@170.43@1.69@n@n@260807@0.74@F|R@176.94@2.49@n@n@260817@0.83@F|R@208.57@6.39@n@n@260603@0.77@F|P@271.78@14.17@n@n@n@n@n|A@300.55@17.72@n@n@n@n@n|B@337.15@22.23@n@n@n@n@n|D@377.56@27.21@n@n@n@n@n|C@442.93@35.26@n@n@n@n@n	False	0.64	s,s,w,w,o,-,s	strong	warn	strong	ok	strong	warn	3	null	2	1	2	100	2.59	44.6	2
LIN	469.89	1	False	7.52	24	False	null	3.34	3.27	1.57	454.19	9	R@494.5@3.27@TP1@1.57@260826@0.82@F|R@521.23@6.83@TP2@3.27@260522@0.72@F|R@525.87@7.45@TP3@3.57@260615@1.19@F|R@548.2@10.42@n@4.99@260707@0.82@F|A@559.47@11.92@n@5.71@n@n@n|B@573.8@13.82@n@6.62@n@n@n|D@589.62@15.93@n@7.63@n@n@n|C@615.22@19.33@n@9.26@n@n@n	True	0.81	w,w,s,w,o,-,o	warn	strong	warn	ok	ok	warn	1	null	3	1	1	120	-2.93	36.8	2
IR	76.08	1	False	2.04	23	False	1	null	null	null	null	null	R@83.2@3.49@n@n@260630@0.99@F|R@85.1@4.42@n@n@260716@1.92@T|R@89.1@6.37@n@n@260414@1.25@T|R@91.78@7.68@n@n@260806@1.15@F|A@95.11@9.31@n@n@n@n@n|B@99.34@11.39@n@n@n@n@n|D@104.01@13.67@n@n@n@n@n|C@111.57@17.37@n@n@n@n@n	False	0.98	w,s,w,w,w,-,o	strong	warn	warn	warn	ok	warn	1	null	4	1	1	117	-4.71	31.6	2
NTAP	201.15	1	False	7.89	46	False	null	5.19	2.13	0.76	190.71	4	R@209.06@1.0@TP1@0.76@260813@1.44@T|A@223.42@2.82@TP2@2.13@n@n@n|B@241.69@5.14@TP3@3.88@n@n@n|D@261.86@7.69@n@5.82@n@n@n|C@294.49@11.82@n@8.94@n@n@n	True	0.53	w,o,o,s,o,-,s	ok	ok	warn	ok	strong	strong	2	null	1	1	1	43	7.3	60.4	3
ADI	393.6	1	False	11.42	41	False	1	null	null	null	null	null	R@396.95@0.29@n@n@260817@0.83@F|R@408.37@1.29@n@n@260423@1.38@T|R@435.72@3.69@n@n@260513@0.99@F|R@445.91@4.58@n@n@260622@0.83@F|A@462.93@6.07@n@n@n@n@n|B@484.59@7.97@n@n@n@n@n|D@508.5@10.06@n@n@n@n@n|C@547.18@13.45@n@n@n@n@n	False	0.68	s,w,o,o,s,-,s	warn	ok	strong	strong	strong	ok	3	null	1	1	1	42	5.47	69.5	1
VLTO	97.14	1	False	1.75	null	False	1	null	null	null	null	null	R@98.98@1.05@n@n@260807@0.66@F|R@101.0@2.21@n@n@260820@0.87@F|R@102.25@2.93@n@n@260729@1.64@T|A@105.76@4.94@n@n@n@n@n|B@110.22@7.5@n@n@n@n@n|D@115.15@10.32@n@n@n@n@n|C@123.12@14.89@n@n@n@n@n	False	0.94	w,s,w,o,s,-,o	strong	warn	warn	strong	ok	ok	2	null	2	1	1	97	0.95	44.2	4
RAL	70.03	2	False	2.29	27	False	1	null	null	null	null	null	R@72.46@1.06@n@n@260721@0.9@F|R@75.41@2.35@n@n@260625@1.28@T|A@78.02@3.49@n@n@n@n@n|B@81.34@4.94@n@n@n@n@n|D@85.0@6.54@n@n@n@n@n|C@90.93@9.13@n@n@n@n@n	False	0.79	--,--,--,o,--,-,o	--	--	--	--	ok	ok	0	null	0	1	1	35	4.47	65.3	4
AOS	58.65	1	False	1.34	null	False	1	null	null	null	null	null	R@59.47@0.61@n@n@260527@0.71@F|R@61.23@1.92@n@n@260616@0.84@F|R@63.05@3.28@n@n@260630@0.76@F|R@64.09@4.05@n@n@260824@0.75@F|P@67.89@6.88@n@n@n@n@n|A@69.03@7.73@n@n@n@n@n|B@70.49@8.82@n@n@n@n@n|D@72.09@10.01@n@n@n@n@n|C@74.69@11.94@n@n@n@n@n	False	0.67	w,s,w,w,o,-,o	strong	warn	warn	ok	ok	warn	1	null	3	1	1	122	-2.79	33.7	2
TMO	675.0	2	False	15.8	null	False	1	null	null	null	null	null	P@682.98@0.51@n@n@n@n@n|A@706.96@2.02@n@n@n@n@n|B@737.46@3.95@n@n@n@n@n|D@771.14@6.09@n@n@n@n@n|C@825.62@9.54@n@n@n@n@n	False	0.98	s,w,o,o,s,-,o	warn	ok	strong	strong	ok	ok	2	null	1	3	1	30	11.71	73.7	1
MRNA	198.88	2	False	12.84	28	False	1	null	null	null	null	null	P@202.67@0.3@n@n@n@n@n|A@222.33@1.83@n@n@n@n@n|B@247.35@3.77@n@n@n@n@n|D@274.96@5.93@n@n@n@n@n|C@319.64@9.4@n@n@n@n@n	False	0.83	o,o,o,o,s,-,o	ok	ok	ok	strong	ok	ok	1	null	0	2	2	4	80.62	74.7	1
ORLY	86.12	1	False	1.93	null	False	null	3.96	2.09	1.69	82.71	10	R@91.89@3.0@TP1@1.69@260615@0.84@F|R@93.24@3.7@TP2@2.09@260728@1.34@T|R@94.72@4.47@TP3@2.52@260422@0.87@F|R@100.63@7.54@n@4.26@260501@1.5@T|A@103.46@9.01@n@5.09@n@n@n|B@107.05@10.87@n@6.14@n@n@n|D@111.02@12.94@n@7.3@n@n@n|C@117.44@16.27@n@9.18@n@n@n	True	0.62	w,s,s,w,o,-,o	strong	strong	warn	ok	ok	warn	2	null	2	1	1	116	-2.63	36.8	2
NBIS	237.33	1	False	16.62	31	False	null	7.22	2.42	1.02	220.19	3	R@254.74@1.05@TP1@1.02@260908@1.19@F|R@278.84@2.5@TP2@2.42@260602@0.74@F|R@299.86@3.76@TP3@3.65@260622@0.82@F|A@326.94@5.39@n@5.23@n@n@n|B@361.39@7.47@n@7.24@n@n@n|D@399.42@9.75@n@9.46@n@n@n|C@460.95@13.46@n@13.05@n@n@n	True	0.71	s,o,s,o,w,-,s	ok	strong	strong	warn	strong	ok	3	null	1	1	2	54	10.09	62.1	4
LITE	941.65	1	False	61.59	26	False	1	null	null	null	null	null	R@970.32@0.47@n@n@260827@0.82@F|R@1026.76@1.38@n@n@260909@0.98@F|R@1085.68@2.34@n@n@260512@1.27@T|A@1148.53@3.36@n@n@n@n@n|B@1228.48@4.66@n@n@n@n@n|D@1316.74@6.09@n@n@n@n@n|C@1459.54@8.41@n@n@n@n@n	False	0.87	s,s,w,o,o,-,s	strong	warn	strong	ok	strong	ok	3	null	1	2	2	79	9.61	60.8	4
MXL	93.84	2	False	6.54	null	False	1	null	null	null	null	null	R@94.55@0.11@n@n@260723@1.73@T|R@98.49@0.71@n@n@260714@0.56@F|R@104.27@1.6@n@n@260511@0.67@F|R@128.3@5.27@n@n@260630@1.5@T|A@144.76@7.79@n@n@n@n@n|B@165.71@11.0@n@n@n@n@n|D@188.83@14.53@n@n@n@n@n|C@226.24@20.26@n@n@n@n@n	False	1.51	--,--,--,o,--,-,s	--	--	--	--	strong	ok	1	null	0	1	3	15	31.35	61.1	1
TWLO	275.8	2	False	13.8	23	False	null	8.08	2.31	1.3	253.52	1	P@304.75@2.1@TP1@1.3@n@n@n|A@327.3@3.73@TP2@2.31@n@n@n|B@355.98@5.81@TP3@3.6@n@n@n|D@387.64@8.1@n@5.02@n@n@n|C@438.87@11.82@n@7.32@n@n@n	True	1.92	s,w,o,o,w,-,s	warn	ok	strong	warn	strong	ok	2	null	2	1	2	19	21.29	68.4	1
NTRA	412.56	2	True	13.14	28	False	1	null	null	null	null	null	P@415.75@0.24@n@n@n@n@n|A@442.88@2.31@n@n@n@n@n|B@477.4@4.94@n@n@n@n@n|D@515.5@7.84@n@n@n@n@n|C@577.15@12.53@n@n@n@n@n	False	1.14	s,w,o,o,s,-,o	warn	ok	strong	strong	ok	ok	2	null	1	1	2	8	30.35	84.2	1
MMM	169.55	1	False	3.44	null	False	null	2.37	3.77	0.05	165.53	1	R@169.76@0.06@TP1@0.05@260625@0.59@F|R@184.69@4.4@TP2@3.77@260813@0.76@F|A@193.42@6.94@TP3@5.94@n@n@n|B@204.27@10.1@n@8.64@n@n@n|D@216.24@13.58@n@11.61@n@n@n|C@235.61@19.21@n@16.43@n@n@n	True	0.88	w,s,s,o,o,-,o	strong	strong	warn	ok	ok	ok	2	null	1	1	2	95	-2.24	31.6	4
ESTC	88.12	3	False	4.18	null	False	null	6.77	3.33	0.02	82.15	9	R@88.21@0.02@TP1@0.02@260820@0.79@F|R@108.0@4.76@TP2@3.33@260828@3.48@T|A@115.95@6.66@TP3@4.66@n@n@n|B@126.05@9.08@n@6.35@n@n@n|D@137.21@11.75@n@8.22@n@n@n|C@155.26@16.07@n@11.25@n@n@n	True	0.6	w,s,o,o,w,-,s	strong	ok	warn	warn	strong	ok	2	null	2	1	2	28	10.75	60.0	4
MSFT	516.17	2	False	11.78	null	False	1	null	null	null	null	null	R@517.78@0.14@n@n@260828@1.02@F|A@528.48@1.05@n@n@n@n@n|B@540.04@2.03@n@n@n@n@n|D@552.8@3.11@n@n@n@n@n|C@573.44@4.86@n@n@n@n@n	False	1.78	w,s,w,o,s,-,s	strong	warn	warn	strong	strong	ok	3	null	2	2	1	6	8.48	76.8	4
A	172.79	2	False	4.9	40	False	1	null	null	null	null	null	P@174.77@0.4@n@n@n@n@n|A@183.89@2.27@n@n@n@n@n|B@195.49@4.63@n@n@n@n@n|D@208.29@7.25@n@n@n@n@n|C@229.01@11.48@n@n@n@n@n	False	0.99	s,w,o,o,s,-,o	warn	ok	strong	strong	ok	ok	2	null	1	1	3	13	16.16	78.9	1
WRBY	26.71	1	False	1.56	28	False	1	null	null	null	null	null	R@26.8@0.06@n@n@260421@1.14@F|R@27.9@0.76@n@n@260615@0.97@F|R@28.7@1.28@n@n@260819@0.98@F|R@30.2@2.24@n@n@260519@3.5@T|A@32.95@4.01@n@n@n@n@n|B@35.52@5.66@n@n@n@n@n|D@38.36@7.49@n@n@n@n@n|C@42.95@10.44@n@n@n@n@n	False	1.27	o,s,w,o,w,-,o	strong	warn	ok	warn	ok	ok	1	null	2	1	1	75	4.98	30.5	1
SDGR	28.85	2	False	1.75	27	False	1	null	null	null	null	null	P@31.59@1.56@n@n@n@n@n|A@35.12@3.57@n@n@n@n@n|B@39.6@6.13@n@n@n@n@n|D@44.55@8.95@n@n@n@n@n|C@52.56@13.52@n@n@n@n@n	False	0.64	--,--,--,o,--,-,o	--	--	--	--	ok	ok	0	null	0	2	2	1	45.79	71.6	1
TEM	85.01	2	False	4.83	26	False	1	null	null	null	null	null	P@85.46@0.09@n@n@n@n@n|A@93.01@1.66@n@n@n@n@n|B@102.6@3.64@n@n@n@n@n|D@113.2@5.84@n@n@n@n@n|C@130.34@9.39@n@n@n@n@n	False	1.2	w,w,w,o,s,-,o	warn	warn	warn	strong	ok	ok	1	null	3	2	2	24	43.18	70.9	1
ALGM	36.76	1	False	1.81	23	False	null	7.45	3.58	0.33	34.02	10	R@37.67@0.5@TP1@0.33@260908@1.3@T|R@46.58@5.42@TP2@3.58@260817@0.7@F|R@51.4@8.08@TP3@5.34@260506@1.7@T|R@54.4@9.74@n@6.44@260604@0.79@F|P@71.77@19.33@n@12.78@n@n@n|A@79.52@23.61@n@15.61@n@n@n|B@89.38@29.06@n@19.2@n@n@n|D@100.27@35.07@n@23.18@n@n@n|C@117.88@44.79@n@29.61@n@n@n	True	1.12	o,s,s,w,w,-,s	strong	strong	ok	warn	strong	warn	3	null	2	1	1	84	-7.23	32.6	2
BIRK	33.6	1	False	1.31	null	False	null	3.99	5.44	2.54	32.26	4	R@37.0@2.59@TP1@2.54@260827@0.77@F|R@40.89@5.56@TP2@5.44@260507@0.84@F|R@42.89@7.09@TP3@6.93@260421@0.98@F|R@43.9@7.86@n@7.69@260813@3.03@T|P@50.73@13.07@n@12.78@n@n@n|A@53.22@14.97@n@14.64@n@n@n|B@56.38@17.38@n@17.0@n@n@n|D@59.87@20.04@n@19.6@n@n@n|C@65.52@24.35@n@23.82@n@n@n	True	1.67	w,w,s,w,w,-,o	warn	strong	warn	warn	ok	warn	1	null	4	1	1	114	-7.21	31.4	2
